"공장코드","제품코드","제품명","지시번호","설비코드","설비명","작업실코드","작업실명","공정코드","공정명","공정시작시간","공정종료시간","작업자","작업방법","설비가동시작시간","설비가동종료시간","설비최소가동시간","설비최대가동시간","충전투입일"
"1","BUP13049","P 스파리무버(수상)","W26050478W10","BM10002","B/M 2호","1-R004","유화 배합실","C03","M/M",2026-05-22 09:12:00,2026-05-22 09:58:00,"LCCUser","10분 교반",2026-05-22 09:25:30,2026-05-22 09:35:30,10,10,2026-05-26 00:00:00
"1","BUP13049","P 스파리무버(수상)","W26050478W10","BM10002","B/M 2호","1-R004","유화 배합실","C03","M/M",2026-05-22 09:12:00,2026-05-22 09:58:00,"LCCUser","20분 교반",2026-05-22 09:35:56,2026-05-22 09:55:57,20,20,2026-05-26 00:00:00
"1","BUP13049","P 스파리무버(수상)","W26050479W10","BM10002","B/M 2호","1-R004","유화 배합실","C03","M/M",2026-05-22 15:59:00,2026-05-22 16:41:00,"LCCUser","5분 교반",2026-05-22 16:06:00,2026-05-22 16:11:12,5,5,2026-05-27 00:00:00
"1","BUP13049","P 스파리무버(수상)","W26050479W10","BM10002","B/M 2호","1-R004","유화 배합실","C03","M/M",2026-05-22 15:59:00,2026-05-22 16:41:00,"LCCUser","10분 교반",2026-05-22 16:11:32,2026-05-22 16:21:31,10,10,2026-05-27 00:00:00
"1","BUP13049","P 스파리무버(수상)","W26050479W10","BM10002","B/M 2호","1-R004","유화 배합실","C03","M/M",2026-05-22 15:59:00,2026-05-22 16:41:00,"LCCUser","20분 교반",2026-05-22 16:21:36,2026-05-22 16:41:36,20,20,2026-05-27 00:00:00
"1","BUP13050","P 스파리무버(유상)","W26050480W10","BM10002","B/M 2호","1-R004","유화 배합실","C03","M/M",2026-05-22 10:40:00,2026-05-22 11:24:00,"LCCUser","20분 교반",2026-05-22 10:43:00,2026-05-22 11:03:28,20,20,2026-05-26 00:00:00
"1","BUP13050","P 스파리무버(유상)","W26050480W10","BM10002","B/M 2호","1-R004","유화 배합실","C03","M/M",2026-05-22 10:40:00,2026-05-22 11:24:00,"LCCUser","20분 교반",2026-05-22 11:03:40,2026-05-22 11:23:40,20,20,2026-05-26 00:00:00
"1","BUP13050","P 스파리무버(유상)","W26050481W10","BM10002","B/M 2호","1-R004","유화 배합실","C03","M/M",2026-05-22 14:10:00,2026-05-22 14:52:00,"LCCUser","20분 교반",2026-05-22 14:31:00,2026-05-22 14:51:00,20,20,2026-05-27 00:00:00
"1","BUP13050","P 스파리무버(유상)","W26050481W10","BM10002","B/M 2호","1-R004","유화 배합실","C03","M/M",2026-05-22 14:10:00,2026-05-22 14:52:00,"LCCUser","20분 교반",2026-05-22 14:10:00,2026-05-22 14:30:33,20,20,2026-05-27 00:00:00
"1","BOXBLHN","OX바디로션(히노끼)","W26050482W10","GX12002","검믹서 4호","1-R004","유화 배합실","C02","용해",2026-05-22 08:49:00,2026-05-22 09:32:00,"LCCUser","30분간 교반 용해",2026-05-22 08:49:00,2026-05-22 09:32:00,30,30,2026-05-26 00:00:00
"1","BOXBLHN","OX바디로션(히노끼)","W26050482W10","OL11004","유상 용해조 4호","1-R004","유화 배합실","C02","용해",2026-05-22 08:49:00,2026-05-22 09:32:00,"LCCUser","40분간 교반 용해",2026-05-22 08:49:00,2026-05-22 09:32:00,40,40,2026-05-26 00:00:00
"1","BOXBLHN","OX바디로션(히노끼)","W26050482W10","AQ10004","수상 용해조 4호","1-R004","유화 배합실","C02","용해",2026-05-22 08:49:00,2026-05-22 09:32:00,"LCCUser","40분간 교반 용해",2026-05-22 08:49:00,2026-05-22 09:32:00,40,40,2026-05-26 00:00:00
"1","BOXBLHN","OX바디로션(히노끼)","W26050482W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-22 09:32:00,2026-05-22 10:35:00,"LCCUser","3분 교반",2026-05-22 09:53:28,2026-05-22 09:56:29,3,3,2026-05-26 00:00:00
"1","BOXBLHN","OX바디로션(히노끼)","W26050482W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-22 09:32:00,2026-05-22 10:35:00,"LCCUser","3분 교반",2026-05-22 10:24:34,2026-05-22 10:27:33,3,3,2026-05-26 00:00:00
"1","BOXBLHN","OX바디로션(히노끼)","W26050482W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-22 09:32:00,2026-05-22 10:35:00,"LCCUser","12분 교반",2026-05-22 09:38:19,2026-05-22 09:50:19,12,12,2026-05-26 00:00:00
"1","BOXBLHN","OX바디로션(히노끼)","W26050482W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-22 09:32:00,2026-05-22 10:35:00,"LCCUser","5분 교반",2026-05-22 09:57:32,2026-05-22 10:02:32,5,5,2026-05-26 00:00:00
"1","BOXBLHN","OX바디로션(히노끼)","W26050483W10","GX12002","검믹서 4호","1-R004","유화 배합실","C02","용해",2026-05-22 11:23:00,2026-05-22 13:52:00,"LCCUser","30분간 교반 용해",2026-05-22 12:33:00,2026-05-22 13:52:00,30,30,2026-05-26 00:00:00
"1","BOXBLHN","OX바디로션(히노끼)","W26050483W10","AQ10004","수상 용해조 4호","1-R004","유화 배합실","C02","용해",2026-05-22 11:23:00,2026-05-22 13:52:00,"LCCUser","40분간 교반 용해",2026-05-22 12:33:00,2026-05-22 13:52:00,40,40,2026-05-26 00:00:00
"1","BOXBLHN","OX바디로션(히노끼)","W26050483W10","OL11004","유상 용해조 4호","1-R004","유화 배합실","C02","용해",2026-05-22 11:23:00,2026-05-22 13:52:00,"LCCUser","40분간 교반 용해",2026-05-22 12:33:00,2026-05-22 13:52:00,40,40,2026-05-26 00:00:00
"1","BOXBLHN","OX바디로션(히노끼)","W26050483W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-22 13:52:00,2026-05-22 15:01:00,"LCCUser","12분 교반",2026-05-22 13:59:08,2026-05-22 14:11:07,12,12,2026-05-26 00:00:00
"1","BOXBLHN","OX바디로션(히노끼)","W26050483W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-22 13:52:00,2026-05-22 15:01:00,"LCCUser","3분 교반",2026-05-22 14:14:46,2026-05-22 14:17:46,3,3,2026-05-26 00:00:00
"1","BOXBLHN","OX바디로션(히노끼)","W26050483W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-22 13:52:00,2026-05-22 15:01:00,"LCCUser","5분 교반",2026-05-22 14:18:33,2026-05-22 14:23:33,5,5,2026-05-26 00:00:00
"1","BOXBLHN","OX바디로션(히노끼)","W26050483W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-22 13:52:00,2026-05-22 15:01:00,"LCCUser","3분 교반",2026-05-22 14:55:30,2026-05-22 14:58:29,3,3,2026-05-26 00:00:00
"1","BUV60031","V 어드밴스로션(내수)","W26050484W10","OL11007","유상 용해조 7호","1-R004","유화 배합실","C02","용해",2026-05-22 08:56:00,2026-05-22 09:40:00,"LCCUser","40분 교반",2026-05-22 08:56:00,2026-05-22 09:40:00,20,20,2026-05-27 00:00:00
"1","BUV60031","V 어드밴스로션(내수)","W26050484W10","AQ10007","수상 용해조 7호","1-R004","유화 배합실","C02","용해",2026-05-22 08:56:00,2026-05-22 09:40:00,"LCCUser","40분 교반",2026-05-22 08:56:00,2026-05-22 09:39:00,20,20,2026-05-27 00:00:00
"1","BUV60031","V 어드밴스로션(내수)","W26050484W10","GX12005","검믹서 7호","1-R004","유화 배합실","C02","용해",2026-05-22 08:56:00,2026-05-22 09:40:00,"LCCUser","60분 교반",2026-05-22 08:56:00,2026-05-22 09:40:00,60,60,2026-05-27 00:00:00
"1","BUV60031","V 어드밴스로션(내수)","W26050484W10","HM15007","H/M 7호","1-R004","유화 배합실","C03","M/M",2026-05-22 09:40:00,2026-05-22 11:14:00,"LCCUser","3분 교반",2026-05-22 10:13:00,2026-05-22 10:16:19,3,3,2026-05-27 00:00:00
"1","BUV60031","V 어드밴스로션(내수)","W26050484W10","HM15007","H/M 7호","1-R004","유화 배합실","C03","M/M",2026-05-22 09:40:00,2026-05-22 11:14:00,"LCCUser","3분 교반",2026-05-22 10:17:04,2026-05-22 10:20:04,3,3,2026-05-27 00:00:00
"1","BUV60031","V 어드밴스로션(내수)","W26050484W10","HM15007","H/M 7호","1-R004","유화 배합실","C03","M/M",2026-05-22 09:40:00,2026-05-22 11:14:00,"LCCUser","5분 교반",2026-05-22 10:20:17,2026-05-22 10:25:17,5,5,2026-05-27 00:00:00
"1","BUV60031","V 어드밴스로션(내수)","W26050484W10","HM15007","H/M 7호","1-R004","유화 배합실","C03","M/M",2026-05-22 09:40:00,2026-05-22 11:14:00,"LCCUser","5분 교반",2026-05-22 11:09:12,2026-05-22 11:14:12,5,5,2026-05-27 00:00:00
"1","BUV60031","V 어드밴스로션(내수)","W26050485W10","OL11007","유상 용해조 7호","1-R004","유화 배합실","C02","용해",2026-05-22 14:04:00,2026-05-22 14:53:00,"LCCUser","40분 교반",2026-05-22 14:04:00,2026-05-22 14:53:00,20,20,2026-05-27 00:00:00
"1","BUV60031","V 어드밴스로션(내수)","W26050485W10","AQ10007","수상 용해조 7호","1-R004","유화 배합실","C02","용해",2026-05-22 14:04:00,2026-05-22 14:53:00,"LCCUser","40분 교반",2026-05-22 14:04:00,2026-05-22 14:53:00,20,20,2026-05-27 00:00:00
"1","BUV60031","V 어드밴스로션(내수)","W26050485W10","GX12005","검믹서 7호","1-R004","유화 배합실","C02","용해",2026-05-22 14:04:00,2026-05-22 14:53:00,"LCCUser","60분 교반",2026-05-22 14:04:00,2026-05-22 14:53:00,60,60,2026-05-27 00:00:00
"1","BUV60031","V 어드밴스로션(내수)","W26050485W10","HM15007","H/M 7호","1-R004","유화 배합실","C03","M/M",2026-05-22 14:53:00,2026-05-22 16:05:00,"LCCUser","3분 교반",2026-05-22 15:08:45,2026-05-22 15:11:45,3,3,2026-05-27 00:00:00
"1","BUV60031","V 어드밴스로션(내수)","W26050485W10","HM15007","H/M 7호","1-R004","유화 배합실","C03","M/M",2026-05-22 14:53:00,2026-05-22 16:05:00,"LCCUser","5분 교반",2026-05-22 15:12:52,2026-05-22 16:00:00,5,5,2026-05-27 00:00:00
"1","BUV60031","V 어드밴스로션(내수)","W26050485W10","HM15007","H/M 7호","1-R004","유화 배합실","C03","M/M",2026-05-22 14:53:00,2026-05-22 16:05:00,"LCCUser","5분 교반",2026-05-22 16:00:00,2026-05-22 16:05:00,5,5,2026-05-27 00:00:00
"1","BUV60031","V 어드밴스로션(내수)","W26050485W10","HM15007","H/M 7호","1-R004","유화 배합실","C03","M/M",2026-05-22 14:53:00,2026-05-22 16:05:00,"LCCUser","3분 교반",2026-05-22 15:05:13,2026-05-22 15:08:12,3,3,2026-05-27 00:00:00
"1","BMFG16","OX몽글비누(포도,공용)","W26050486W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-22 10:21:00,2026-05-22 11:37:00,"LCCUser","20분 교반",2026-05-22 11:06:16,2026-05-22 11:28:27,20,20,2026-05-26 00:00:00
"1","BMFG16","OX몽글비누(포도,공용)","W26050486W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-22 10:21:00,2026-05-22 11:37:00,"LCCUser","5분 교반",2026-05-22 11:28:45,2026-05-22 11:36:12,5,5,2026-05-26 00:00:00
"1","BMFG16","OX몽글비누(포도,공용)","W26050486W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-22 10:21:00,2026-05-22 11:37:00,"LCCUser","5분 교반",2026-05-22 10:58:01,2026-05-22 11:06:14,5,5,2026-05-26 00:00:00
"1","BMFG16","OX몽글비누(포도,공용)","W26050486W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-22 10:21:00,2026-05-22 11:37:00,"LCCUser","20분 교반",2026-05-22 10:21:00,2026-05-22 10:57:58,20,20,2026-05-26 00:00:00
"4","BOXHSB","OX손소독제(바나나)","W26050489W10","DS40001","4공장 용해조 1호","4-R004","4공장 배합실","C02","용해",2026-05-22 09:43:00,2026-05-22 10:57:00,"LCCUser","10분 용해",2026-05-22 09:43:00,2026-05-22 09:54:00,10,15,2026-05-26 00:00:00
"4","BOXHSB","OX손소독제(바나나)","W26050489W10","DS40001","4공장 용해조 1호","4-R004","4공장 배합실","C02","용해",2026-05-22 09:43:00,2026-05-22 10:57:00,"LCCUser","30분 용해",2026-05-22 09:54:00,2026-05-22 10:24:00,30,35,2026-05-26 00:00:00
"4","BOXHSB","OX손소독제(바나나)","W26050489W10","DS40001","4공장 용해조 1호","4-R004","4공장 배합실","C02","용해",2026-05-22 09:43:00,2026-05-22 10:57:00,"LCCUser","30분 용해",2026-05-22 10:25:00,2026-05-22 10:56:00,30,35,2026-05-26 00:00:00
"4","BOXHSB","OX손소독제(바나나)","W26050489W10","SM20007","액상1호","4-R004","4공장 배합실","C03","M/M",2026-05-22 10:24:00,2026-05-22 11:56:00,"LCCUser","20분 교반",2026-05-22 11:13:00,2026-05-22 11:35:00,20,25,2026-05-26 00:00:00
"4","BOXHSB","OX손소독제(바나나)","W26050489W10","SM20007","액상1호","4-R004","4공장 배합실","C03","M/M",2026-05-22 10:24:00,2026-05-22 11:56:00,"LCCUser","20분 진공 탈포",2026-05-22 11:35:00,2026-05-22 11:56:00,20,25,2026-05-26 00:00:00
"4","BOXHSB","OX손소독제(바나나)","W26050489W10","SM20007","액상1호","4-R004","4공장 배합실","C03","M/M",2026-05-22 10:24:00,2026-05-22 11:56:00,"LCCUser","10분 교반",2026-05-22 10:59:00,2026-05-22 11:10:00,10,15,2026-05-26 00:00:00
"4","BOXHSB","OX손소독제(바나나)","W26050489W10","SM20007","액상1호","4-R004","4공장 배합실","C03","M/M",2026-05-22 10:24:00,2026-05-22 11:56:00,"LCCUser","10분 교반",2026-05-22 10:25:00,2026-05-22 10:57:00,10,15,2026-05-26 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050491W10","DS40002","4공장 용해조 2호","4-R004","4공장 배합실","C02","용해",2026-05-22 11:24:00,2026-05-22 11:55:00,"LCCUser","premixing 30분 용해",2026-05-22 11:24:00,2026-05-22 11:55:00,30,35,2026-05-26 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050491W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-22 11:24:00,2026-05-22 13:52:00,"LCCUser","60분 교반",2026-05-22 12:13:00,2026-05-22 13:52:00,60,65,2026-05-26 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050491W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-22 11:24:00,2026-05-22 13:52:00,"LCCUser","30분 교반",2026-05-22 11:24:00,2026-05-22 11:55:00,30,35,2026-05-26 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050491W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-22 11:24:00,2026-05-22 13:52:00,"LCCUser","15분 교반",2026-05-22 11:55:00,2026-05-22 12:12:00,15,20,2026-05-26 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050492W10","DS40002","4공장 용해조 2호","4-R004","4공장 배합실","C02","용해",2026-05-22 14:31:00,2026-05-22 15:03:00,"LCCUser","premixing 30분 용해",2026-05-22 14:32:00,2026-05-22 15:03:00,30,35,2026-05-26 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050492W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-22 14:31:00,2026-05-22 16:30:00,"LCCUser","30분 교반",2026-05-22 14:32:00,2026-05-22 15:03:00,30,35,2026-05-26 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050492W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-22 14:31:00,2026-05-22 16:30:00,"LCCUser","15분 교반",2026-05-22 15:03:00,2026-05-22 15:18:00,15,20,2026-05-26 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050492W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-22 14:31:00,2026-05-22 16:30:00,"LCCUser","60분 교반",2026-05-22 15:18:00,2026-05-22 16:30:00,60,65,2026-05-26 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050493W10","DS40002","4공장 용해조 2호","4-R004","4공장 배합실","C02","용해",2026-05-22 16:34:00,2026-05-22 17:05:00,"LCCUser","premixing 30분 용해",2026-05-22 16:34:00,2026-05-22 17:05:00,30,35,2026-05-26 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050493W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-22 16:34:00,2026-05-22 18:32:00,"LCCUser","60분 교반",2026-05-22 17:21:00,2026-05-22 18:32:00,60,65,2026-05-26 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050493W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-22 16:34:00,2026-05-22 18:32:00,"LCCUser","15분 교반",2026-05-22 17:05:00,2026-05-22 17:21:00,15,20,2026-05-26 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050493W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-22 16:34:00,2026-05-22 18:32:00,"LCCUser","30분 교반",2026-05-22 16:34:00,2026-05-22 17:05:00,30,35,2026-05-26 00:00:00
"1","BKOLO14","OX컨트롤로션","W26050494W10","BM15006","B/M 6호","1-R004","유화 배합실","C02","용해",2026-05-22 09:03:00,2026-05-22 09:45:00,"LCCUser","30분 교반",2026-05-22 09:45:00,2026-05-22 09:45:00,30,30,2026-05-27 00:00:00
"1","BKOLO14","OX컨트롤로션","W26050494W10","BM15006","B/M 6호","1-R004","유화 배합실","C02","용해",2026-05-22 09:03:00,2026-05-22 09:45:00,"LCCUser","40분 교반용해",2026-05-22 09:45:00,2026-05-22 09:45:00,40,40,2026-05-27 00:00:00
"1","BKOLO14","OX컨트롤로션","W26050494W10","BM15006","B/M 6호","1-R004","유화 배합실","C02","용해",2026-05-22 09:03:00,2026-05-22 09:45:00,"LCCUser","40분 교반용해",2026-05-22 09:03:00,2026-05-22 09:45:00,40,40,2026-05-27 00:00:00
"1","BKOLO14","OX컨트롤로션","W26050494W10","BM15006","B/M 6호","1-R004","유화 배합실","C03","M/M",2026-05-22 09:45:00,2026-05-22 10:47:00,"LCCUser","8분",2026-05-22 10:03:57,2026-05-22 10:09:57,8,8,2026-05-27 00:00:00
"1","BKOLO14","OX컨트롤로션","W26050494W10","BM15006","B/M 6호","1-R004","유화 배합실","C03","M/M",2026-05-22 09:45:00,2026-05-22 10:47:00,"LCCUser","10분 교반",2026-05-22 09:54:12,2026-05-22 10:02:13,10,10,2026-05-27 00:00:00
"1","BKOLO14","OX컨트롤로션","W26050494W10","BM15006","B/M 6호","1-R004","유화 배합실","C03","M/M",2026-05-22 09:45:00,2026-05-22 10:47:00,"LCCUser","5분",2026-05-22 10:37:15,2026-05-22 10:42:16,5,5,2026-05-27 00:00:00
"1","BKOLO14","OX컨트롤로션","W26050495W10","OL11006","유상 용해조 6호","1-R004","유화 배합실","C02","용해",2026-05-22 14:05:00,2026-05-22 14:57:00,"LCCUser","40분 교반용해",2026-05-22 14:05:00,2026-05-22 14:57:00,40,40,2026-05-27 00:00:00
"1","BKOLO14","OX컨트롤로션","W26050495W10","AQ10006","수상 용해조 6호","1-R004","유화 배합실","C02","용해",2026-05-22 14:05:00,2026-05-22 14:57:00,"LCCUser","40분 교반용해",2026-05-22 14:05:00,2026-05-22 14:57:00,40,40,2026-05-27 00:00:00
"1","BKOLO14","OX컨트롤로션","W26050495W10","GX12004","검믹서 6호","1-R004","유화 배합실","C02","용해",2026-05-22 14:05:00,2026-05-22 14:57:00,"LCCUser","30분 교반",2026-05-22 14:05:00,2026-05-22 14:57:00,30,30,2026-05-27 00:00:00
"1","BKOLO14","OX컨트롤로션","W26050495W10","BM15006","B/M 6호","1-R004","유화 배합실","C03","M/M",2026-05-22 14:57:00,2026-05-22 16:59:00,"LCCUser","5분",2026-05-22 16:15:45,2026-05-22 16:20:46,5,5,2026-05-27 00:00:00
"1","BKOLO14","OX컨트롤로션","W26050495W10","BM15006","B/M 6호","1-R004","유화 배합실","C03","M/M",2026-05-22 14:57:00,2026-05-22 16:59:00,"LCCUser","10분 교반",2026-05-22 15:32:26,2026-05-22 15:40:26,10,10,2026-05-27 00:00:00
"1","BKOLO14","OX컨트롤로션","W26050495W10","BM15006","B/M 6호","1-R004","유화 배합실","C03","M/M",2026-05-22 14:57:00,2026-05-22 16:59:00,"LCCUser","8분",2026-05-22 15:42:51,2026-05-22 15:48:51,8,8,2026-05-27 00:00:00
"4","BEYSSG","마우스워시(센서)","W26050496W10","DS40003","4공장 용해조 3호","4-R004","4공장 배합실","C02","용해",2026-05-22 09:12:00,2026-05-22 10:20:00,"LCCUser","20분 교반",2026-05-22 09:45:00,2026-05-22 10:20:00,20,25,2026-05-27 00:00:00
"4","BEYSSG","마우스워시(센서)","W26050496W10","DS40003","4공장 용해조 3호","4-R004","4공장 배합실","C02","용해",2026-05-22 09:12:00,2026-05-22 10:20:00,"LCCUser","20분 용해",2026-05-22 09:12:00,2026-05-22 09:44:00,20,25,2026-05-27 00:00:00
"4","BEYSSG","마우스워시(센서)","W26050496W10","GA15001","액상3호","4-R004","4공장 배합실","C03","M/M",2026-05-22 09:57:00,2026-05-22 10:43:00,"LCCUser","10분 교반",2026-05-22 09:57:00,2026-05-22 10:21:00,10,15,2026-05-27 00:00:00
"4","BEYSSG","마우스워시(센서)","W26050496W10","GA15001","액상3호","4-R004","4공장 배합실","C03","M/M",2026-05-22 09:57:00,2026-05-22 10:43:00,"LCCUser","20분 교반",2026-05-22 10:22:00,2026-05-22 10:43:00,20,25,2026-05-27 00:00:00
"4","BEYSSG","마우스워시(센서)","W26050497W10","DS40003","4공장 용해조 3호","4-R004","4공장 배합실","C02","용해",2026-05-22 14:16:00,2026-05-22 15:16:00,"LCCUser","20분 교반",2026-05-22 14:46:00,2026-05-22 15:16:00,20,25,2026-05-27 00:00:00
"4","BEYSSG","마우스워시(센서)","W26050497W10","DS40003","4공장 용해조 3호","4-R004","4공장 배합실","C02","용해",2026-05-22 14:16:00,2026-05-22 15:16:00,"LCCUser","20분 용해",2026-05-22 14:16:00,2026-05-22 14:46:00,20,25,2026-05-27 00:00:00
"4","BEYSSG","마우스워시(센서)","W26050497W10","GA15001","액상3호","4-R004","4공장 배합실","C03","M/M",2026-05-22 15:01:00,2026-05-22 15:38:00,"LCCUser","20분 교반",2026-05-22 15:17:00,2026-05-22 15:37:00,20,25,2026-05-27 00:00:00
"4","BEYSSG","마우스워시(센서)","W26050497W10","GA15001","액상3호","4-R004","4공장 배합실","C03","M/M",2026-05-22 15:01:00,2026-05-22 15:38:00,"LCCUser","10분 교반",2026-05-22 15:01:00,2026-05-22 15:16:00,10,15,2026-05-27 00:00:00
"4","BEYSMG","마우스워시(민트)","W26050498W10","DS40004","4공장 용해조 4호","4-R004","4공장 배합실","C02","용해",2026-05-22 10:52:00,2026-05-22 11:33:00,"LCCUser","20분 교반",2026-05-22 11:13:00,2026-05-22 11:33:00,20,25,2026-05-28 00:00:00
"4","BEYSMG","마우스워시(민트)","W26050498W10","DS40004","4공장 용해조 4호","4-R004","4공장 배합실","C02","용해",2026-05-22 10:52:00,2026-05-22 11:33:00,"LCCUser","20분 용해",2026-05-22 10:52:00,2026-05-22 11:13:00,20,25,2026-05-28 00:00:00
"4","BEYSMG","마우스워시(민트)","W26050498W10","DS40004","4공장 용해조 4호","4-R004","4공장 배합실","C02","용해",2026-05-22 10:52:00,2026-05-22 11:33:00,"LCCUser","20분 교반",2026-05-22 11:13:00,2026-05-22 11:33:00,20,25,2026-05-27 00:00:00
"4","BEYSMG","마우스워시(민트)","W26050498W10","DS40004","4공장 용해조 4호","4-R004","4공장 배합실","C02","용해",2026-05-22 10:52:00,2026-05-22 11:33:00,"LCCUser","20분 용해",2026-05-22 10:52:00,2026-05-22 11:13:00,20,25,2026-05-27 00:00:00
"4","BEYSMG","마우스워시(민트)","W26050498W10","SM20010","액상4호","4-R004","4공장 배합실","C03","M/M",2026-05-22 11:13:00,2026-05-22 12:06:00,"LCCUser","20분 교반",2026-05-22 11:34:00,2026-05-22 12:06:00,20,25,2026-05-28 00:00:00
"4","BEYSMG","마우스워시(민트)","W26050498W10","SM20010","액상4호","4-R004","4공장 배합실","C03","M/M",2026-05-22 11:13:00,2026-05-22 12:06:00,"LCCUser","10분 교반",2026-05-22 11:20:00,2026-05-22 11:33:00,10,15,2026-05-28 00:00:00
"4","BEYSMG","마우스워시(민트)","W26050498W10","SM20010","액상4호","4-R004","4공장 배합실","C03","M/M",2026-05-22 11:13:00,2026-05-22 12:06:00,"LCCUser","20분 교반",2026-05-22 11:34:00,2026-05-22 12:06:00,20,25,2026-05-27 00:00:00
"4","BEYSMG","마우스워시(민트)","W26050498W10","SM20010","액상4호","4-R004","4공장 배합실","C03","M/M",2026-05-22 11:13:00,2026-05-22 12:06:00,"LCCUser","10분 교반",2026-05-22 11:20:00,2026-05-22 11:33:00,10,15,2026-05-27 00:00:00
"4","BETBGG","TB가글(클린민트,수출)","W26050518W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-22 08:52:00,2026-05-22 10:46:00,"LCCUser","완전히 균질해질때까지 60분 교반",2026-05-22 08:52:00,2026-05-22 09:53:00,60,65,2026-05-22 00:00:00
"4","BETBGG","TB가글(클린민트,수출)","W26050518W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-22 08:52:00,2026-05-22 10:46:00,"LCCUser","15분 교반",2026-05-22 10:30:00,2026-05-22 10:46:00,15,20,2026-05-22 00:00:00
"4","BETBGG","TB가글(클린민트,수출)","W26050518W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-22 08:52:00,2026-05-22 10:46:00,"LCCUser","투명해질때까지 15분 교반",2026-05-22 09:53:00,2026-05-22 10:09:00,15,20,2026-05-22 00:00:00
"4","BETBGG","TB가글(클린민트,수출)","W26050518W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-22 08:52:00,2026-05-22 10:46:00,"LCCUser","완전히 용해될때까지 20분 교반",2026-05-22 10:09:00,2026-05-22 10:30:00,20,25,2026-05-22 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050519W10","DS40002","4공장 용해조 2호","4-R004","4공장 배합실","C02","용해",2026-05-26 10:29:00,2026-05-26 10:59:00,"LCCUser","premixing 30분 용해",2026-05-26 10:29:00,2026-05-26 10:59:00,30,35,2026-05-26 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050519W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-26 10:29:00,2026-05-26 12:14:00,"LCCUser","15분 교반",2026-05-26 10:59:00,2026-05-26 11:13:00,15,20,2026-05-26 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050519W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-26 10:29:00,2026-05-26 12:14:00,"LCCUser","60분 교반",2026-05-26 11:13:00,2026-05-26 12:14:00,60,65,2026-05-26 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050519W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-26 10:29:00,2026-05-26 12:14:00,"LCCUser","30분 교반",2026-05-26 10:29:00,2026-05-26 10:59:00,30,35,2026-05-26 00:00:00
